Age,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,prob_take_rcc,prob_stay,eligible_for_1/4_monthly_income,eligible_for_1/3_monthly_income,severance_package,MonthlyIncome_category,MonthlyIncome_category_code,group_combined,severance_group,YearlyRate,role_Healthcare Representative,role_Human Resources,role_Laboratory Technician,role_Manager,role_Manufacturing Director,role_Research Director,role_Research Scientist,role_Sales Executive,role_Sales Representative,dept_Human Resources,dept_Research & Development,dept_Sales,employee_count,rcc_offer
45.0,Travel_Rarely,1339.0,7.0,3,Life Sciences,1,86,2,Male,59,3,3,1,Divorced,9724,18787,2,Y,No,17,3,3,80,1,25,2,3,1,0,0,0,0.004299966,0.995700034,1,0,31603.0,"(9547.0, 10400.0]",16,16,8,969.401534904,0.0,0.0,0.0,0.0,0.0,0.0,0.004299966,0.0,0.0,0.0,0.004299966,0.0,1,0.0
43.0,Travel_Rarely,531.0,4.0,4,Marketing,1,1293,4,Female,56,2,3,4,Single,10231,20364,3,Y,No,14,3,4,80,0,23,3,4,21,7,15,17,0.402195827,0.597804173,10,11,93784.16666666667,"(9547.0, 10400.0]",16,16,8,98283.789852336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.402195827,0.0,0.0,0.0,0.402195827,1,0.0
45.0,Travel_Rarely,176.0,4.0,3,Life Sciences,1,1744,3,Female,56,1,3,3,Married,9756,6595,4,Y,No,21,4,3,80,2,9,2,4,5,0,0,3,0.038804749,0.961195251,5,0,41463.0,"(9547.0, 10400.0]",16,16,8,3071.00783586,0.0,0.038804749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038804749,0.0,0.0,1,0.0
37.0,Travel_Rarely,558.0,2.0,3,Marketing,1,656,4,Male,75,3,2,3,Married,9602,3010,4,Y,Yes,11,3,3,80,1,17,3,2,3,0,1,0,0.098292869,0.901707131,3,0,36007.5,"(9547.0, 10400.0]",16,16,8,3550.3384282800002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098292869,0.0,0.0,0.0,0.098292869,1,0.0
36.0,Travel_Rarely,363.0,1.0,3,Technical Degree,1,1237,3,Female,77,1,3,1,Divorced,10252,4235,2,Y,Yes,21,4,3,80,1,17,2,3,7,7,7,7,0.229901117,0.770098883,7,0,48697.0,"(9547.0, 10400.0]",16,16,8,11683.574765939999,0.0,0.0,0.0,0.0,0.229901117,0.0,0.0,0.0,0.0,0.0,0.229901117,0.0,1,0.0
30.0,Travel_Rarely,1176.0,20.0,3,Other,1,1084,3,Male,85,3,2,1,Married,9957,9096,0,Y,No,15,3,3,80,1,7,1,2,6,2,0,2,0.052572316,0.947427684,6,0,44806.5,"(9547.0, 10400.0]",16,16,8,5738.373436032,0.0,0.0,0.0,0.0,0.052572316,0.0,0.0,0.0,0.0,0.0,0.052572316,0.0,1,0.0
29.0,Travel_Rarely,1389.0,21.0,4,Life Sciences,1,20,2,Female,51,4,3,1,Divorced,9980,10195,1,Y,No,11,3,3,80,1,10,1,3,10,9,8,8,0.014911279,0.985088721,10,0,54890.0,"(9547.0, 10400.0]",16,16,8,1824.24587286,0.0,0.0,0.0,0.0,0.014911279,0.0,0.0,0.0,0.0,0.0,0.014911279,0.0,1,0.0
60.0,Travel_Frequently,1499.0,28.0,3,Marketing,1,573,3,Female,80,2,3,1,Married,10266,2845,4,Y,No,19,3,4,80,0,22,5,4,18,13,13,11,0.184961154,0.815038846,10,8,83839.0,"(9547.0, 10400.0]",16,16,8,6314.57379756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184961154,0.0,0.0,0.0,0.184961154,1,0.0
31.0,Travel_Frequently,534.0,20.0,3,Life Sciences,1,587,1,Male,66,3,3,3,Married,9824,22908,3,Y,No,12,3,1,80,0,12,2,3,1,0,0,0,0.168552556,0.831447444,1,0,31928.0,"(9547.0, 10400.0]",16,16,8,46334.423434175995,0.168552556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168552556,0.0,1,0.0
46.0,Travel_Rarely,377.0,9.0,3,Marketing,1,1457,1,Male,52,3,3,4,Divorced,10096,15986,4,Y,No,11,3,1,80,1,28,1,4,7,7,4,3,0.014906209,0.985093791,7,0,47956.0,"(9547.0, 10400.0]",16,16,8,2859.487884888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014906209,0.0,0.0,0.0,0.014906209,1,0.0
42.0,Travel_Frequently,288.0,2.0,3,Life Sciences,1,1547,4,Male,40,3,3,4,Married,10124,18611,2,Y,Yes,14,3,3,80,1,24,3,1,20,8,13,9,0.166252337,0.833747663,10,10,89428.66666666666,"(9547.0, 10400.0]",16,16,8,37129.466926884,0.166252337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166252337,0.0,1,0.0
31.0,Non-Travel,325.0,,3,Medical,1,2057,2,Male,74,3,2,1,Single,9936,3787,0,Y,No,19,3,2,80,0,10,2,3,9,4,1,7,0.023280145,0.976719855,9,0,52164.0,"(9547.0, 10400.0]",16,16,8,1057.94290938,0.0,0.0,0.0,0.0,0.023280145,0.0,0.0,0.0,0.0,0.0,0.023280145,0.0,1,0.0
,Non-Travel,1212.0,8.0,2,Marketing,1,1243,3,Female,78,2,3,4,Married,10377,13755,4,Y,Yes,11,3,2,80,1,16,6,2,13,2,4,12,0.535238062,0.464761938,10,3,67450.5,"(9547.0, 10400.0]",16,16,8,88346.39451372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.535238062,0.0,0.0,0.0,0.535238062,1,0.0
34.0,,937.0,1.0,3,Marketing,1,1950,1,Male,32,3,3,4,Single,9888,6770,1,Y,No,21,4,1,80,0,14,3,2,14,8,2,1,0.202762334,0.797237666,10,4,67568.0,"(9547.0, 10400.0]",16,16,8,16472.41201416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202762334,0.0,0.0,0.0,0.202762334,1,0.0
33.0,Travel_Frequently,1111.0,,1,Life Sciences,1,1395,2,Male,61,3,2,4,Married,9998,19293,6,Y,No,13,3,1,80,0,8,2,4,5,4,1,2,0.032515448,0.967484552,5,0,42491.5,"(9547.0, 10400.0]",16,16,8,7527.846459168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032515448,0.0,0.0,0.0,0.032515448,1,0.0
29.0,Travel_Rarely,441.0,8.0,1,Other,1,1544,3,Female,39,1,2,1,Married,9715,7288,3,Y,No,13,3,3,80,1,9,3,3,7,7,0,7,0.003250937,0.996749063,7,0,46146.25,"(9547.0, 10400.0]",16,16,8,284.313946272,0.003250937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003250937,0.0,1,0.0
32.0,Travel_Rarely,1373.0,,4,Life Sciences,1,1966,4,Male,56,2,2,4,Single,9679,10138,8,Y,No,24,4,2,80,0,8,1,3,1,0,0,0,0.078197976,0.921802024,1,0,31456.75,"(9547.0, 10400.0]",16,16,8,9513.252968256,0.0,0.0,0.0,0.0,0.078197976,0.0,0.0,0.0,0.0,0.0,0.078197976,0.0,1,0.0
32.0,Travel_Rarely,1045.0,4.0,4,Medical,1,291,4,Male,32,1,3,4,Married,10400,25812,1,Y,No,11,3,3,80,0,14,2,2,14,8,9,8,0.171058145,0.828941855,10,4,71066.66666666666,"(9547.0, 10400.0]",16,16,8,52984.23406488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171058145,0.0,0.0,0.0,0.171058145,1,0.0
58.0,Travel_Rarely,147.0,23.0,4,Medical,1,165,4,Female,94,3,3,4,Married,10312,3465,1,Y,No,12,3,4,80,1,40,3,2,40,10,15,6,0.189911564,0.810088436,10,30,159836.0,"(9547.0, 10400.0]",16,16,8,7896.52283112,0.189911564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189911564,0.0,1,0.0
31.0,Non-Travel,587.0,2.0,4,Life Sciences,1,1324,4,Female,57,3,3,3,Divorced,9852,8935,1,Y,Yes,19,3,1,80,1,10,5,2,10,8,9,6,0.111950899,0.888049101,10,0,54186.0,"(9547.0, 10400.0]",16,16,8,12003.37539078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111950899,0.0,0.0,0.0,0.111950899,1,0.0
36.0,Travel_Rarely,530.0,,1,Life Sciences,1,967,3,Male,51,2,3,4,Married,10325,5518,1,Y,Yes,11,3,1,80,1,16,6,3,16,7,3,7,0.201488388,0.798511612,10,6,77437.5,"(9547.0, 10400.0]",16,16,8,13341.755099807999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.201488388,0.0,0.0,0.0,0.201488388,1,0.0
38.0,Travel_Rarely,1495.0,10.0,3,Medical,1,634,3,Female,76,3,2,3,Married,9824,22174,3,Y,No,19,3,3,80,1,18,4,3,1,0,0,0,0.001147115,0.998852885,1,0,31928.0,"(9547.0, 10400.0]",16,16,8,305.23353612,0.001147115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001147115,0.0,1,0.0
36.0,Travel_Rarely,1396.0,,2,Life Sciences,1,304,4,Male,62,3,2,2,Single,5914,9945,8,Y,No,16,3,4,80,0,16,3,4,13,11,3,7,0.022942231,0.977057769,10,3,38441.0,"(5605.0, 6120.0]",11,11,3,2737.92584754,0.0,0.0,0.022942231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022942231,0.0,1,1.0
44.0,Travel_Rarely,625.0,4.0,3,Medical,1,852,4,Male,50,3,2,2,Single,5933,5197,9,Y,No,12,3,4,80,0,10,2,2,5,2,2,3,0.138819148,0.861180852,5,0,25215.25,"(5605.0, 6120.0]",11,11,3,8657.317345872,0.138819148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138819148,0.0,1,1.0
34.0,Travel_Rarely,470.0,2.0,4,Life Sciences,1,339,4,Male,84,2,2,1,Married,5957,23687,6,Y,No,13,3,2,80,1,13,3,3,11,9,5,9,0.019630432,0.980369568,10,1,34749.16666666667,"(5605.0, 6120.0]",11,11,3,5579.832513408,0.0,0.0,0.0,0.0,0.019630432,0.0,0.0,0.0,0.0,0.0,0.019630432,0.0,1,1.0
33.0,Travel_Frequently,1303.0,7.0,2,Life Sciences,1,1970,4,Male,36,3,2,3,Divorced,5968,18079,1,Y,No,20,4,3,80,3,9,2,3,9,7,2,8,0.001612369,0.998387631,9,0,31332.0,"(5605.0, 6120.0]",11,11,3,349.800229812,0.001612369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001612369,0.0,1,1.0
,Travel_Rarely,556.0,23.0,2,Life Sciences,1,261,2,Male,50,2,2,3,Married,5916,15497,3,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1,0.508980051,0.491019949,1,0,19227.0,"(5605.0, 6120.0]",11,11,3,94651.966204164,0.0,0.0,0.0,0.0,0.508980051,0.0,0.0,0.0,0.0,0.0,0.508980051,0.0,1,1.0
44.0,,1112.0,1.0,4,Life Sciences,1,665,1,Female,50,2,2,3,Single,5985,26894,4,Y,No,11,3,2,80,0,10,1,4,2,2,0,2,0.029332335,0.970667665,2,0,20947.5,"(5605.0, 6120.0]",11,11,3,9466.36580988,0.0,0.029332335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029332335,0.0,0.0,1,1.0
37.0,Travel_Rarely,1115.0,1.0,4,Life Sciences,1,77,1,Male,51,2,2,3,Divorced,5993,2689,1,Y,No,18,3,3,80,1,7,2,4,7,5,0,7,0.005053389,0.994946611,7,0,28466.75,"(5605.0, 6120.0]",11,11,3,163.062756252,0.0,0.0,0.0,0.0,0.005053389,0.0,0.0,0.0,0.0,0.0,0.005053389,0.0,1,1.0
45.0,Travel_Rarely,1015.0,,5,Medical,1,1611,3,Female,50,1,2,1,Single,5769,23447,1,Y,Yes,14,3,1,80,0,10,3,3,10,7,1,4,0.335047688,0.664952312,10,0,31729.5,"(5605.0, 6120.0]",11,11,3,94270.357686432,0.0,0.0,0.335047688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.335047688,0.0,1,1.0
38.0,Travel_Frequently,240.0,2.0,4,Life Sciences,1,803,1,Female,75,4,2,1,Single,5980,26085,6,Y,Yes,12,3,4,80,0,17,2,3,15,7,4,12,0.307597547,0.692402453,10,5,42856.666666666664,"(5605.0, 6120.0]",11,11,3,96284.18416194001,0.0,0.0,0.0,0.0,0.307597547,0.0,0.0,0.0,0.0,0.0,0.307597547,0.0,1,1.0
,Travel_Rarely,240.0,,3,Marketing,1,142,3,Male,46,2,2,3,Single,5744,26959,1,Y,Yes,11,3,4,80,0,6,1,3,6,4,0,3,0.573160679,0.426839321,6,0,25848.0,"(5605.0, 6120.0]",11,11,3,185422.064941932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.573160679,0.0,0.0,0.0,0.573160679,1,1.0
39.0,Travel_Rarely,1498.0,21.0,4,Life Sciences,1,1390,1,Male,44,2,2,4,Married,6120,3567,3,Y,Yes,12,3,4,80,2,8,2,4,5,4,1,4,0.218436741,0.781563259,5,0,26010.0,"(5605.0, 6120.0]",11,11,3,9349.966261763999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218436741,0.0,0.0,0.0,0.218436741,1,1.0
37.0,Travel_Rarely,1319.0,6.0,3,Medical,1,474,3,Male,51,4,2,1,Divorced,5974,17001,4,Y,Yes,13,3,1,80,2,13,2,3,7,7,6,7,0.034173883,0.965826117,7,0,28376.5,"(5605.0, 6120.0]",11,11,3,6971.882218596001,0.0,0.0,0.0,0.0,0.0,0.0,0.034173883,0.0,0.0,0.0,0.034173883,0.0,1,1.0
29.0,Travel_Frequently,115.0,13.0,3,Technical Degree,1,1487,1,Female,51,3,2,2,Single,5765,17485,5,Y,No,11,3,1,80,0,7,4,1,5,3,0,0,0.795058906,0.204941094,5,0,24501.25,"(5605.0, 6120.0]",11,11,3,166819.25965691998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.795058906,0.0,0.0,0.0,0.795058906,1,1.0
32.0,Travel_Rarely,824.0,,2,Life Sciences,1,1555,4,Female,67,2,2,2,Married,5878,15624,3,Y,No,12,3,1,80,1,12,2,3,7,1,2,5,0.016719813,0.983280187,7,0,27920.5,"(5605.0, 6120.0]",11,11,3,3134.764299744,0.0,0.0,0.0,0.0,0.0,0.0,0.016719813,0.0,0.0,0.0,0.016719813,0.0,1,1.0
31.0,Travel_Rarely,655.0,7.0,4,Life Sciences,1,76,4,Male,48,3,2,4,Divorced,5915,9528,3,Y,No,22,4,4,80,1,10,3,2,7,7,1,7,0.001436,0.998564,7,0,28096.25,"(5605.0, 6120.0]",11,11,3,164.186496,0.0,0.0,0.001436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001436,0.0,1,1.0
30.0,Travel_Rarely,1275.0,28.0,2,Medical,1,441,4,Female,64,3,2,4,Married,5775,11934,1,Y,No,13,3,4,80,2,11,2,3,10,8,1,9,0.001186917,0.998813083,10,0,31762.5,"(5605.0, 6120.0]",11,11,3,169.976009736,0.0,0.0,0.0,0.0,0.0,0.0,0.001186917,0.0,0.0,0.0,0.001186917,0.0,1,1.0
34.0,Travel_Frequently,658.0,7.0,3,Life Sciences,1,147,1,Male,66,1,2,3,Single,6074,22887,1,Y,Yes,24,4,4,80,0,9,3,3,9,7,0,6,0.382563348,0.617436652,9,0,31888.5,"(5605.0, 6120.0]",11,11,3,105068.728148112,0.0,0.0,0.382563348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.382563348,0.0,1,1.0
38.0,Travel_Frequently,888.0,10.0,4,Human Resources,1,1563,3,Male,71,3,2,3,Married,6077,14814,3,Y,No,11,3,3,80,0,10,2,3,6,3,1,2,0.03734938,0.96265062,6,0,27346.5,"(5605.0, 6120.0]",11,11,3,6639.524583840001,0.0,0.03734938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03734938,0.0,0.0,1,1.0
46.0,Travel_Frequently,1211.0,,4,Marketing,1,62,1,Male,98,3,2,4,Single,5772,20445,4,Y,Yes,21,4,3,80,0,14,4,3,9,6,0,8,0.466192705,0.533807295,9,0,30303.0,"(5605.0, 6120.0]",11,11,3,114375.7182447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466192705,0.0,0.0,0.0,0.466192705,1,1.0
41.0,Travel_Rarely,483.0,6.0,3,Medical,1,466,4,Male,95,2,2,2,Single,6032,10110,6,Y,Yes,15,3,4,80,0,8,3,3,5,4,1,2,0.447852224,0.552147776,5,0,25636.0,"(5605.0, 6120.0]",11,11,3,54333.43181568,0.0,0.0,0.0,0.0,0.447852224,0.0,0.0,0.0,0.0,0.0,0.447852224,0.0,1,1.0
29.0,Travel_Rarely,469.0,10.0,3,Medical,1,1650,3,Male,42,2,2,3,Single,5869,23413,9,Y,No,11,3,3,80,0,8,2,3,5,2,1,4,0.454622981,0.545377019,5,0,24943.25,"(5605.0, 6120.0]",11,11,3,127729.054249836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.454622981,0.0,0.0,0.0,0.454622981,1,1.0
44.0,Travel_Frequently,602.0,1.0,5,Human Resources,1,1642,1,Male,37,3,2,4,Married,5743,10503,4,Y,Yes,11,3,3,80,0,14,3,3,10,7,0,2,0.04215579,0.95784421,10,0,31586.5,"(5605.0, 6120.0]",11,11,3,5313.14714844,0.0,0.04215579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04215579,0.0,0.0,1,1.0
34.0,Travel_Rarely,204.0,14.0,3,Technical Degree,1,666,3,Female,31,3,1,3,Divorced,2579,2912,1,Y,Yes,18,3,4,80,2,8,3,3,8,2,0,6,0.343284157,0.656715843,8,0,12895.0,"(2377.0, 2660.0]",2,2,12,11995.721582208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.343284157,0.0,0.0,0.343284157,1,1.0
30.0,Travel_Rarely,202.0,2.0,1,Technical Degree,1,508,3,Male,72,3,1,2,Married,2476,17434,1,Y,No,18,3,1,80,1,1,3,3,1,0,0,0,0.276944653,0.723055347,1,0,8047.0,"(2377.0, 2660.0]",2,2,12,57939.036964823994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276944653,0.0,0.0,0.276944653,1,1.0
27.0,Travel_Rarely,1291.0,11.0,3,Medical,1,1364,3,Female,98,4,1,4,Married,2534,6527,8,Y,No,14,3,2,80,1,5,4,3,1,0,0,0,0.132838994,0.867161006,1,0,8235.5,"(2377.0, 2660.0]",2,2,12,10404.481366056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132838994,0.0,0.0,0.132838994,1,1.0
19.0,Travel_Rarely,489.0,2.0,2,Technical Degree,1,566,1,Male,52,2,1,4,Single,2564,18437,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0,0.5895203,0.4104797,1,0,8333.0,"(2377.0, 2660.0]",2,2,12,130427.8292532,0.0,0.5895203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5895203,0.0,0.0,1,1.0
21.0,Travel_Frequently,251.0,10.0,2,Life Sciences,1,1279,1,Female,45,2,1,3,Single,2625,25308,1,Y,No,20,4,3,80,0,2,2,1,2,2,2,2,0.579014641,0.420985359,2,0,9187.5,"(2377.0, 2660.0]",2,2,12,175844.430413136,0.0,0.0,0.579014641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.579014641,0.0,1,1.0
22.0,Travel_Rarely,594.0,2.0,1,Technical Degree,1,169,3,Male,100,3,1,4,Married,2523,19299,0,Y,No,14,3,3,80,1,3,2,3,2,1,2,1,0.102368268,0.897631732,2,0,8830.5,"(2377.0, 2660.0]",2,2,12,23707.262449584,0.0,0.0,0.102368268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102368268,0.0,1,1.0
49.0,Travel_Rarely,464.0,16.0,3,Medical,1,1674,4,Female,74,3,1,1,Divorced,2587,24941,4,Y,Yes,16,3,2,80,1,17,2,2,2,2,2,2,0.189083539,0.810916461,2,0,9054.5,"(2377.0, 2660.0]",2,2,12,56591.190554388,0.0,0.0,0.189083539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189083539,0.0,1,1.0
,Travel_Rarely,1490.0,11.0,4,Medical,1,2003,4,Male,43,3,1,3,Married,2660,20232,7,Y,Yes,11,3,3,80,1,5,3,3,2,2,2,2,0.732449368,0.267550632,2,0,9310.0,"(2377.0, 2660.0]",2,2,12,177826.98736051202,0.0,0.0,0.732449368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.732449368,0.0,1,1.0
48.0,Travel_Rarely,969.0,2.0,2,Technical Degree,1,1258,4,Male,76,4,1,2,Single,2559,16620,5,Y,No,11,3,3,80,0,7,4,2,1,0,0,0,0.577456719,0.422543281,1,0,8316.75,"(2377.0, 2660.0]",2,2,12,115167.96803735998,0.0,0.0,0.577456719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.577456719,0.0,1,1.0
33.0,Travel_Rarely,924.0,2.0,3,Medical,1,39,3,Male,78,3,1,4,Single,2496,6670,4,Y,No,11,3,4,80,0,7,3,3,1,1,0,0,0.155418726,0.844581274,1,0,8112.0,"(2377.0, 2660.0]",2,2,12,12439.71482904,0.0,0.0,0.155418726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155418726,0.0,1,1.0
,Non-Travel,786.0,7.0,3,Medical,1,1693,4,Male,76,3,1,4,Single,2570,11925,1,Y,No,20,4,3,80,0,7,5,3,7,7,5,7,0.037110213,0.962889787,7,0,12207.5,"(2377.0, 2660.0]",2,2,12,5310.471480300001,0.0,0.0,0.037110213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037110213,0.0,1,1.0
30.0,Non-Travel,1116.0,2.0,3,Medical,1,571,3,Female,49,3,1,4,Single,2564,7181,0,Y,No,14,3,3,80,0,12,2,2,11,7,6,7,0.035718473,0.964281527,10,1,14956.666666666668,"(2377.0, 2660.0]",2,2,12,3077.932255356,0.0,0.0,0.035718473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035718473,0.0,1,1.0
58.0,Travel_Rarely,289.0,2.0,3,Technical Degree,1,977,4,Male,51,3,1,3,Single,2479,26227,4,Y,No,24,4,1,80,0,7,4,3,1,0,0,0,0.357679811,0.642320189,1,0,8056.75,"(2377.0, 2660.0]",2,2,12,112570.420837164,0.0,0.0,0.0,0.0,0.0,0.0,0.357679811,0.0,0.0,0.0,0.357679811,0.0,1,1.0
33.0,Travel_Rarely,147.0,4.0,4,Medical,1,305,3,Female,47,2,1,2,Married,2622,13248,6,Y,No,21,4,4,80,0,7,3,3,3,2,1,1,0.069641706,0.930358294,3,0,9832.5,"(2377.0, 2660.0]",2,2,12,11071.359853056,0.0,0.0,0.0,0.0,0.0,0.0,0.069641706,0.0,0.0,0.0,0.069641706,0.0,1,1.0
48.0,Travel_Frequently,708.0,7.0,2,Medical,1,1691,4,Female,95,3,1,3,Married,2655,11740,2,Y,Yes,11,3,3,80,2,19,3,3,9,7,7,7,0.104023377,0.895976623,9,0,13938.75,"(2377.0, 2660.0]",2,2,12,14654.81335176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104023377,0.0,0.0,0.104023377,1,1.0
,Travel_Rarely,1402.0,28.0,4,Life Sciences,1,1554,2,Female,98,2,1,3,Married,2430,26204,0,Y,No,23,4,1,80,2,6,5,3,5,3,4,2,0.245951409,0.754048591,5,0,10327.5,"(2377.0, 2660.0]",2,2,12,77338.928657232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.245951409,0.0,0.0,0.245951409,1,1.0
34.0,Travel_Rarely,1320.0,20.0,3,Technical Degree,1,1265,3,Female,89,4,1,3,Married,2585,21643,0,Y,No,17,3,4,80,0,2,5,2,1,0,0,0,0.081965203,0.918034797,1,0,8401.25,"(2377.0, 2660.0]",2,2,12,21287.674662348,0.0,0.0,0.0,0.0,0.0,0.0,0.081965203,0.0,0.0,0.0,0.081965203,0.0,1,1.0
36.0,Travel_Rarely,329.0,2.0,3,Life Sciences,1,501,4,Female,96,3,1,3,Married,2543,11868,4,Y,No,13,3,2,80,1,6,3,3,2,2,2,2,0.013281392,0.986718608,2,0,8900.5,"(2377.0, 2660.0]",2,2,12,1891.482723072,0.0,0.0,0.0,0.0,0.0,0.0,0.013281392,0.0,0.0,0.0,0.013281392,0.0,1,1.0
32.0,Travel_Rarely,529.0,2.0,3,Technical Degree,1,2038,4,Male,78,3,1,1,Single,2439,11288,1,Y,No,14,3,4,80,0,4,4,3,4,2,1,2,0.273255447,0.726744553,4,0,9756.0,"(2377.0, 2660.0]",2,2,12,37014.089828831995,0.0,0.0,0.0,0.0,0.0,0.0,0.273255447,0.0,0.0,0.0,0.273255447,0.0,1,1.0
58.0,Travel_Frequently,781.0,2.0,1,Life Sciences,1,918,4,Male,57,2,1,4,Divorced,2380,13384,9,Y,Yes,14,3,4,80,1,3,3,2,1,0,0,0,0.617194618,0.382805382,1,0,7735.0,"(2377.0, 2660.0]",2,2,12,99126.393207744,0.0,0.0,0.617194618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.617194618,0.0,1,1.0
,Travel_Rarely,1258.0,1.0,4,Life Sciences,1,826,4,Female,40,4,1,3,Single,2506,13301,3,Y,No,13,3,3,80,0,7,0,3,2,2,2,2,0.027224498,0.972775502,2,0,8771.0,"(2377.0, 2660.0]",2,2,12,4345.356574776,0.0,0.0,0.0,0.0,0.0,0.0,0.027224498,0.0,0.0,0.0,0.027224498,0.0,1,1.0
,Travel_Rarely,809.0,16.0,3,Medical,1,14,1,Male,84,4,1,2,Married,2426,16479,0,Y,No,13,3,3,80,1,6,5,3,5,4,0,3,0.065537046,0.934462954,5,0,10310.5,"(2377.0, 2660.0]",2,2,12,12959.819772408,0.0,0.0,0.065537046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065537046,0.0,1,1.0
,Travel_Rarely,144.0,22.0,3,Life Sciences,1,577,4,Male,46,1,1,3,Single,4230,19225,0,Y,No,15,3,3,80,0,6,2,3,5,4,4,3,0.299122774,0.700877226,5,0,17977.5,"(3902.0, 4306.0]",6,6,16,69007.6239618,0.0,0.0,0.299122774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.299122774,0.0,1,1.0
33.0,Travel_Rarely,586.0,1.0,3,Medical,1,855,1,Male,48,4,2,1,Divorced,4037,21816,1,Y,No,22,4,1,80,1,9,5,3,9,8,0,8,0.008859251,0.991140749,9,0,21194.25,"(3902.0, 4306.0]",6,6,16,2319.281037792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008859251,0.0,0.0,0.0,0.008859251,1,1.0
40.0,Travel_Frequently,791.0,2.0,2,Medical,1,807,3,Female,38,4,2,2,Married,4244,9931,1,Y,No,24,4,4,80,1,8,2,3,8,7,3,7,0.001754087,0.998245913,8,0,21220.0,"(3902.0, 4306.0]",6,6,16,209.03805596400002,0.001754087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001754087,0.0,1,1.0
32.0,Non-Travel,1200.0,1.0,4,Technical Degree,1,1574,4,Male,62,3,2,1,Married,4087,25174,4,Y,No,14,3,2,80,1,9,3,2,6,5,1,2,0.021230362,0.978769638,6,0,18391.5,"(3902.0, 4306.0]",6,6,16,6413.4375958559995,0.0,0.0,0.0,0.0,0.0,0.0,0.021230362,0.0,0.0,0.0,0.021230362,0.0,1,1.0
